Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 10,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 10,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 10,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 20,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 8,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 20,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 8,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 20,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 8,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 20,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 2,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 2,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 42,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 10,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 30,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 0xFF,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 20,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 20,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 30,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 10,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 20,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 30,835
javacpp,org.bytedeco.javacpp,PointerTest,testBooleanPointer,Magic Number,The method contains a magic number: 8,835
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Complex Method,Cyclomatic complexity of the method is 12,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 8192,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 10,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 10,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 10,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 10,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 20,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 20,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 20,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 20,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 2,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 42,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 10,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 30,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 0xFF,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 20,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 20,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 10,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 10,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 20,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 0xFFFFFFFFL,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 0xFFFFFFFFL,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 30,926
javacpp,org.bytedeco.javacpp,PointerTest,testPointerPointer,Magic Number,The method contains a magic number: 8,926
javacpp,org.bytedeco.javacpp,PointerTest,testDeallocator,Complex Method,Cyclomatic complexity of the method is 8,1026
javacpp,org.bytedeco.javacpp,PointerTest,testDeallocator,Magic Number,The method contains a magic number: 24,1026
javacpp,org.bytedeco.javacpp,PointerTest,testDeallocator,Magic Number,The method contains a magic number: 24,1026
javacpp,org.bytedeco.javacpp,PointerTest,testDeallocator,Magic Number,The method contains a magic number: 2000,1026
javacpp,org.bytedeco.javacpp,PointerTest,testDeallocator,Magic Number,The method contains a magic number: 2000000,1026
javacpp,org.bytedeco.javacpp,PointerTest,testDeallocator,Magic Number,The method contains a magic number: 3,1026
javacpp,org.bytedeco.javacpp,PointerTest,testDeallocator,Magic Number,The method contains a magic number: 2,1026
javacpp,org.bytedeco.javacpp,PointerTest,testDeallocator,Magic Number,The method contains a magic number: 1000000,1026
javacpp,org.bytedeco.javacpp,PointerTest,run,Magic Number,The method contains a magic number: 2000,1036
javacpp,org.bytedeco.javacpp,PointerTest,run,Magic Number,The method contains a magic number: 2000000,1036
javacpp,org.bytedeco.javacpp,PointerTest,run,Magic Number,The method contains a magic number: 3,1036
javacpp,org.bytedeco.javacpp,PointerTest,run,Magic Number,The method contains a magic number: 2,1036
javacpp,org.bytedeco.javacpp,PointerTest,testParseBytesWithRelativeUnits,Magic Number,The method contains a magic number: 300000,1146
javacpp,org.bytedeco.javacpp,PointerTest,testParseBytesWithRelativeUnits,Magic Number,The method contains a magic number: 10,1146
javacpp,org.bytedeco.javacpp,PointerTest,testParseBytesWithRelativeUnits,Magic Number,The method contains a magic number: 100,1146
javacpp,org.bytedeco.javacpp,PointerTest,testNoFileBytes,Long Statement,The length of the statement "FileChannel channel=FileChannel.open(file`StandardOpenOption.CREATE`StandardOpenOption.DELETE_ON_CLOSE`StandardOpenOption.READ`StandardOpenOption.WRITE);" is 153.,1161
javacpp,org.bytedeco.javacpp,PointerTest,testNoFileBytes,Magic Number,The method contains a magic number: 100,1161
javacpp,org.bytedeco.javacpp,PointerTest,testNoFileBytes,Magic Number,The method contains a magic number: 100_000_000,1161
javacpp,org.bytedeco.javacpp,PointerTest,testNoFileBytes,Magic Number,The method contains a magic number: 100_000_000,1161
javacpp,org.bytedeco.javacpp,PointerTest,testNoFileBytes,Magic Number,The method contains a magic number: 100,1161
javacpp,org.bytedeco.javacpp,PointerTest,testNoFileBytes,Magic Number,The method contains a magic number: 100_000_000,1161
javacpp,org.bytedeco.javacpp,BufferTest,testBufferCallback,Magic Number,The method contains a magic number: 34,88
javacpp,org.bytedeco.javacpp,BufferTest,testByteBuffer,Long Statement,The length of the statement "assertEquals(getByte((ByteBuffer)arrayBuffer.position(arrayBuffer.position() + 2))`getByte((ByteBuffer)directBuffer.position(directBuffer.position() + 2)));" is 156.,93
javacpp,org.bytedeco.javacpp,BufferTest,testByteBuffer,Magic Number,The method contains a magic number: 22,93
javacpp,org.bytedeco.javacpp,BufferTest,testByteBuffer,Magic Number,The method contains a magic number: 11,93
javacpp,org.bytedeco.javacpp,BufferTest,testByteBuffer,Magic Number,The method contains a magic number: 2,93
javacpp,org.bytedeco.javacpp,BufferTest,testByteBuffer,Magic Number,The method contains a magic number: 3,93
javacpp,org.bytedeco.javacpp,BufferTest,testByteBuffer,Magic Number,The method contains a magic number: 42,93
javacpp,org.bytedeco.javacpp,BufferTest,testByteBuffer,Magic Number,The method contains a magic number: 42,93
javacpp,org.bytedeco.javacpp,BufferTest,testByteBuffer,Magic Number,The method contains a magic number: 2,93
javacpp,org.bytedeco.javacpp,BufferTest,testByteBuffer,Magic Number,The method contains a magic number: 2,93
javacpp,org.bytedeco.javacpp,BufferTest,testByteBuffer,Magic Number,The method contains a magic number: 2,93
javacpp,org.bytedeco.javacpp,BufferTest,testShortBuffer,Long Statement,The length of the statement "assertEquals(getShort((ShortBuffer)arrayBuffer.position(arrayBuffer.position() + 2))`getShort((ShortBuffer)directBuffer.position(directBuffer.position() + 2)));" is 160.,116
javacpp,org.bytedeco.javacpp,BufferTest,testShortBuffer,Magic Number,The method contains a magic number: 222,116
javacpp,org.bytedeco.javacpp,BufferTest,testShortBuffer,Magic Number,The method contains a magic number: 111,116
javacpp,org.bytedeco.javacpp,BufferTest,testShortBuffer,Magic Number,The method contains a magic number: 2,116
javacpp,org.bytedeco.javacpp,BufferTest,testShortBuffer,Magic Number,The method contains a magic number: 3,116
javacpp,org.bytedeco.javacpp,BufferTest,testShortBuffer,Magic Number,The method contains a magic number: 420,116
javacpp,org.bytedeco.javacpp,BufferTest,testShortBuffer,Magic Number,The method contains a magic number: 420,116
javacpp,org.bytedeco.javacpp,BufferTest,testShortBuffer,Magic Number,The method contains a magic number: 2,116
javacpp,org.bytedeco.javacpp,BufferTest,testShortBuffer,Magic Number,The method contains a magic number: 2,116
javacpp,org.bytedeco.javacpp,BufferTest,testShortBuffer,Magic Number,The method contains a magic number: 2,116
javacpp,org.bytedeco.javacpp,BufferTest,testIntBuffer,Long Statement,The length of the statement "assertEquals(getInt((IntBuffer)arrayBuffer.position(arrayBuffer.position() + 2))`getInt((IntBuffer)directBuffer.position(directBuffer.position() + 2)));" is 152.,138
javacpp,org.bytedeco.javacpp,BufferTest,testIntBuffer,Magic Number,The method contains a magic number: 2222,138
javacpp,org.bytedeco.javacpp,BufferTest,testIntBuffer,Magic Number,The method contains a magic number: 1111,138
javacpp,org.bytedeco.javacpp,BufferTest,testIntBuffer,Magic Number,The method contains a magic number: 2,138
javacpp,org.bytedeco.javacpp,BufferTest,testIntBuffer,Magic Number,The method contains a magic number: 3,138
javacpp,org.bytedeco.javacpp,BufferTest,testIntBuffer,Magic Number,The method contains a magic number: 4200,138
javacpp,org.bytedeco.javacpp,BufferTest,testIntBuffer,Magic Number,The method contains a magic number: 4200,138
javacpp,org.bytedeco.javacpp,BufferTest,testIntBuffer,Magic Number,The method contains a magic number: 2,138
javacpp,org.bytedeco.javacpp,BufferTest,testIntBuffer,Magic Number,The method contains a magic number: 2,138
javacpp,org.bytedeco.javacpp,BufferTest,testIntBuffer,Magic Number,The method contains a magic number: 2,138
javacpp,org.bytedeco.javacpp,BufferTest,testLongBuffer,Long Statement,The length of the statement "assertEquals(getLong((LongBuffer)arrayBuffer.position(arrayBuffer.position() + 2))`getLong((LongBuffer)directBuffer.position(directBuffer.position() + 2)));" is 156.,160
javacpp,org.bytedeco.javacpp,BufferTest,testLongBuffer,Magic Number,The method contains a magic number: 22222,160
javacpp,org.bytedeco.javacpp,BufferTest,testLongBuffer,Magic Number,The method contains a magic number: 11111,160
javacpp,org.bytedeco.javacpp,BufferTest,testLongBuffer,Magic Number,The method contains a magic number: 2,160
javacpp,org.bytedeco.javacpp,BufferTest,testLongBuffer,Magic Number,The method contains a magic number: 3,160
javacpp,org.bytedeco.javacpp,BufferTest,testLongBuffer,Magic Number,The method contains a magic number: 42000,160
javacpp,org.bytedeco.javacpp,BufferTest,testLongBuffer,Magic Number,The method contains a magic number: 42000,160
javacpp,org.bytedeco.javacpp,BufferTest,testLongBuffer,Magic Number,The method contains a magic number: 2,160
javacpp,org.bytedeco.javacpp,BufferTest,testLongBuffer,Magic Number,The method contains a magic number: 2,160
javacpp,org.bytedeco.javacpp,BufferTest,testLongBuffer,Magic Number,The method contains a magic number: 2,160
javacpp,org.bytedeco.javacpp,BufferTest,testFloatBuffer,Long Statement,The length of the statement "assertEquals(getFloat((FloatBuffer)arrayBuffer.position(arrayBuffer.position() + 2))`getFloat((FloatBuffer)directBuffer.position(directBuffer.position() + 2))`0.0);" is 164.,182
javacpp,org.bytedeco.javacpp,BufferTest,testFloatBuffer,Magic Number,The method contains a magic number: 222222,182
javacpp,org.bytedeco.javacpp,BufferTest,testFloatBuffer,Magic Number,The method contains a magic number: 111111,182
javacpp,org.bytedeco.javacpp,BufferTest,testFloatBuffer,Magic Number,The method contains a magic number: 2,182
javacpp,org.bytedeco.javacpp,BufferTest,testFloatBuffer,Magic Number,The method contains a magic number: 3,182
javacpp,org.bytedeco.javacpp,BufferTest,testFloatBuffer,Magic Number,The method contains a magic number: 420000,182
javacpp,org.bytedeco.javacpp,BufferTest,testFloatBuffer,Magic Number,The method contains a magic number: 420000,182
javacpp,org.bytedeco.javacpp,BufferTest,testFloatBuffer,Magic Number,The method contains a magic number: 2,182
javacpp,org.bytedeco.javacpp,BufferTest,testFloatBuffer,Magic Number,The method contains a magic number: 2,182
javacpp,org.bytedeco.javacpp,BufferTest,testFloatBuffer,Magic Number,The method contains a magic number: 2,182
javacpp,org.bytedeco.javacpp,BufferTest,testDoubleBuffer,Long Statement,The length of the statement "assertEquals(getDouble((DoubleBuffer)arrayBuffer.position(arrayBuffer.position() + 2))`getDouble((DoubleBuffer)directBuffer.position(directBuffer.position() + 2))`0.0);" is 168.,204
